"Mass.Feature","Replicate.Name","Adjusted.Area"
"Glucosylglycerol","171002_Smp_IL1DMB_3",NA
"Glucosylglycerol","171002_Smp_IL1DMBnoBT_1",9644.83870967742
"Glucosylglycerol","171002_Smp_IL1DMBnoBT_2",NA
"Glucosylglycerol","171002_Smp_IL1DSW_1",10093.8709677419
"Glucosylglycerol","171002_Smp_IL1DSW_3",65405.2903225806
"Glucosylglycerol","171002_Smp_IL1noBT_1",7473.58064516129
"Glucosylglycerol","171002_Smp_IL1noBT_2",NA
"Glucosylglycerol","171002_Smp_IL1noBT_3",9061.09677419355
"Glucosylglycerol","171002_Smp_IL1WBT_1",10212.6774193548
"Glucosylglycerol","171002_Smp_IL1WBT_2",NA
"Glucosylglycerol","171002_Smp_IL1WBT_3",NA
"Glucosylglycerol","171002_Smp_IL1IT0_1",NA
"Glucosylglycerol","171002_Smp_IL1IT0_2",NA
"Glucosylglycerol","171002_Smp_IL1IT0_3",NA
"Glucosylglycerol","171009_Smp_IL1Control5um_1",791532.548387097
"Glucosylglycerol","171009_Smp_IL1Control5um_2",478101.483870968
"Glucosylglycerol","171009_Smp_IL1Control5um_3",1032868.67741935
"Glucosylglycerol","171009_Smp_IL1DMB5um_1",452948.193548387
"Glucosylglycerol","171009_Smp_IL1DMB5um_2",383027.322580645
"Glucosylglycerol","171009_Smp_IL1DMB5um_3",461105.612903226
"Glucosylglycerol","171009_Smp_IL1DMBnoBT5um_1",2281976.32258064
"Glucosylglycerol","171009_Smp_IL1DMBnoBT5um_2",1421856.90322581
"Glucosylglycerol","171009_Smp_IL1DMBnoBT5um_3",2008067.58064516
"Glucosylglycerol","171009_Smp_IL1DSW5um_1",4214993.77419355
"Glucosylglycerol","171009_Smp_IL1DSW5um_2",5932181.06451613
"Glucosylglycerol","171009_Smp_IL1DSW5um_3",5817077.25806452
"Glucosylglycerol","171009_Smp_IL1noBT5um_1",1676618.16129032
"Glucosylglycerol","171009_Smp_IL1noBT5um_2",1682145
"Glucosylglycerol","171009_Smp_IL1noBT5um_3",2359154.67741935
"Glucosylglycerol","171009_Smp_IL1WBT5um_1",46214.7741935484
"Glucosylglycerol","171009_Smp_IL1WBT5um_2",328475.516129032
"Glucosylglycerol","171009_Smp_IL1WBT5um_3",131311.064516129
"Glucosylglycerol","171009_Smp_IL1IT05um_1",NA
"Glucosylglycerol","171009_Smp_IL1IT05um_2",18926.7096774194
"Glucosylglycerol","171009_Smp_IL1IT05um_3",NA
"Glucosylglycerol","171016_Smp_IL2Control_1",NA
"Glucosylglycerol","171016_Smp_IL2Control_2",NA
"Glucosylglycerol","171016_Smp_IL2Control_3",NA
"Glucosylglycerol","171016_Smp_IL2DMB_1",NA
"Glucosylglycerol","171016_Smp_IL2DMB_2",NA
"Glucosylglycerol","171016_Smp_IL2DMB_3",NA
"Glucosylglycerol","171016_Smp_IL2DMBnoBT_1",NA
"Glucosylglycerol","171016_Smp_IL2DMBnoBT_2",NA
"Glucosylglycerol","171016_Smp_IL2DMBnoBT_3",8138.70967741935
"Glucosylglycerol","171016_Smp_IL2DSW_1",14125.8064516129
"Glucosylglycerol","171016_Smp_IL2DSW_2",NA
"Glucosylglycerol","171016_Smp_IL2DSW_3",29740.9032258065
"Glucosylglycerol","171016_Smp_IL2noBT_1",NA
"Glucosylglycerol","171016_Smp_IL2noBT_2",NA
"Glucosylglycerol","171016_Smp_IL2noBT_3",8715.90322580645
"Glucosylglycerol","171016_Smp_IL2WBT_1",NA
"Glucosylglycerol","171016_Smp_IL2WBT_2",NA
"Glucosylglycerol","171016_Smp_IL2WBT_3",NA
"Glucosylglycerol","171016_Smp_IL2IT0_1",NA
"Glucosylglycerol","171016_Smp_IL2IT0_2",NA
"Glucosylglycerol","171016_Smp_IL2IT0_3",NA
"Glucosylglycerol","171023_Smp_IL2Control5um_1",111829.612903226
"Glucosylglycerol","171023_Smp_IL2Control5um_2",300393.225806452
"Glucosylglycerol","171023_Smp_IL2Control5um_3",400155.096774194
"Glucosylglycerol","171023_Smp_IL2DMB5um_1",430489.096774194
"Glucosylglycerol","171023_Smp_IL2DMB5um_2",233393.870967742
"Glucosylglycerol","171023_Smp_IL2DMB5um_3",347379.774193548
"Glucosylglycerol","171023_Smp_IL2DMBnoBT5um_1",623071.548387097
"Glucosylglycerol","171023_Smp_IL2DMBnoBT5um_2",1295114.74193548
"Glucosylglycerol","171023_Smp_IL2DMBnoBT5um_3",1342639.19354839
"Glucosylglycerol","171023_Smp_IL2DSW5um_1",2233140.32258064
"Glucosylglycerol","171023_Smp_IL2DSW5um_2",2525697.93548387
"Glucosylglycerol","171023_Smp_IL2DSW5um_3",3894908.61290323
"Glucosylglycerol","171023_Smp_IL2noBT5um_1",1152634.93548387
"Glucosylglycerol","171023_Smp_IL2noBT5um_2",2774470.22580645
"Glucosylglycerol","171023_Smp_IL2noBT5um_3",1431274.41935484
"Glucosylglycerol","171023_Smp_IL2WBT5um_1",129266.096774194
"Glucosylglycerol","171023_Smp_IL2WBT5um_2",175784.903225806
"Glucosylglycerol","171023_Smp_IL2WBT5um_3",189819.967741935
"Glucosylglycerol","171023_Smp_IL2IT05um_1",NA
"Glucosylglycerol","171023_Smp_IL2IT05um_2",120863.580645161
"Glucosylglycerol","171023_Smp_IL2IT05um_3",78742.4838709677
"Glutamic acid","171002_Smp_IL1Control_1",88685671.6555962
"Glutamic acid","171002_Smp_IL1Control_2",31767041.2745135
"Glutamic acid","171002_Smp_IL1Control_3",22166785.5145424
"Glutamic acid","171002_Smp_IL1DMB_1",23465765.6938882
"Glutamic acid","171002_Smp_IL1DMB_2",32995121.7074594
"Glutamic acid","171002_Smp_IL1DMB_3",46564631.7503357
"Glutamic acid","171002_Smp_IL1DMBnoBT_1",46602053.627045
"Glutamic acid","171002_Smp_IL1DMBnoBT_2",49502374.0456067
"Glutamic acid","171002_Smp_IL1DSW_1",38135355.6280084
"Glutamic acid","171002_Smp_IL1DSW_3",57509579.7631095
"Glutamic acid","171002_Smp_IL1noBT_1",56534191.186812
"Glutamic acid","171002_Smp_IL1noBT_2",60206766.107096
"Glutamic acid","171002_Smp_IL1noBT_3",47508852.7973466
"Glutamic acid","171002_Smp_IL1WBT_1",28719986.5825926
"Glutamic acid","171002_Smp_IL1WBT_2",32072084.1890759
"Glutamic acid","171002_Smp_IL1WBT_3",47586227.5577503
"Glutamic acid","171002_Smp_IL1IT0_1",33086085.2680647
"Glutamic acid","171002_Smp_IL1IT0_2",40767118.0066056
"Glutamic acid","171002_Smp_IL1IT0_3",42435028.5483758
"Glutamic acid","171009_Smp_IL1Control5um_1",81279406.6389353
"Glutamic acid","171009_Smp_IL1Control5um_2",50074489.0039952
"Glutamic acid","171009_Smp_IL1Control5um_3",83441545.2059168
"Glutamic acid","171009_Smp_IL1DMB5um_1",64911497.6674175
"Glutamic acid","171009_Smp_IL1DMB5um_2",41407613.6562276
"Glutamic acid","171009_Smp_IL1DMB5um_3",50172300.2374429
"Glutamic acid","171009_Smp_IL1DMBnoBT5um_1",119509410.616022
"Glutamic acid","171009_Smp_IL1DMBnoBT5um_2",96911700.6626526
"Glutamic acid","171009_Smp_IL1DMBnoBT5um_3",123711412.010559
"Glutamic acid","171009_Smp_IL1DSW5um_1",147251048.231911
"Glutamic acid","171009_Smp_IL1DSW5um_2",176251532.055521
"Glutamic acid","171009_Smp_IL1DSW5um_3",238952056.387715
"Glutamic acid","171009_Smp_IL1noBT5um_1",124524404.624176
"Glutamic acid","171009_Smp_IL1noBT5um_2",92972211.9273291
"Glutamic acid","171009_Smp_IL1noBT5um_3",188693570.44853
"Glutamic acid","171009_Smp_IL1WBT5um_1",37435568.372794
"Glutamic acid","171009_Smp_IL1WBT5um_2",28287259.2770756
"Glutamic acid","171009_Smp_IL1WBT5um_3",39583937.3622372
"Glutamic acid","171009_Smp_IL1IT05um_1",16037850.0207664
"Glutamic acid","171009_Smp_IL1IT05um_2",12641509.1251162
"Glutamic acid","171009_Smp_IL1IT05um_3",17607767.4160025
"Glutamic acid","171016_Smp_IL2Control_1",10827481.3848095
"Glutamic acid","171016_Smp_IL2Control_2",20211667.3962556
"Glutamic acid","171016_Smp_IL2Control_3",25806172.5939453
"Glutamic acid","171016_Smp_IL2DMB_1",35443674.7393256
"Glutamic acid","171016_Smp_IL2DMB_2",20363351.6661302
"Glutamic acid","171016_Smp_IL2DMB_3",29795551.350676
"Glutamic acid","171016_Smp_IL2DMBnoBT_1",45580339.1953257
"Glutamic acid","171016_Smp_IL2DMBnoBT_2",86598316.5718713
"Glutamic acid","171016_Smp_IL2DMBnoBT_3",50985988.6834972
"Glutamic acid","171016_Smp_IL2DSW_1",37837894.9170503
"Glutamic acid","171016_Smp_IL2DSW_2",39162578.1456667
"Glutamic acid","171016_Smp_IL2DSW_3",46339801.9723402
"Glutamic acid","171016_Smp_IL2noBT_1",58233454.9408551
"Glutamic acid","171016_Smp_IL2noBT_2",77354524.4304019
"Glutamic acid","171016_Smp_IL2noBT_3",35203128.5693982
"Glutamic acid","171016_Smp_IL2WBT_1",17669672.1302671
"Glutamic acid","171016_Smp_IL2WBT_2",27325732.8311041
"Glutamic acid","171016_Smp_IL2WBT_3",18748282.6953005
"Glutamic acid","171016_Smp_IL2IT0_1",28813250.2771484
"Glutamic acid","171016_Smp_IL2IT0_2",35202297.3399759
"Glutamic acid","171016_Smp_IL2IT0_3",33532627.2459923
"Glutamic acid","171023_Smp_IL2Control5um_1",51453055.3234398
"Glutamic acid","171023_Smp_IL2Control5um_2",42294723.2874354
"Glutamic acid","171023_Smp_IL2Control5um_3",75742092.647009
"Glutamic acid","171023_Smp_IL2DMB5um_1",57870060.4976765
"Glutamic acid","171023_Smp_IL2DMB5um_2",41661709.7303537
"Glutamic acid","171023_Smp_IL2DMB5um_3",35916079.18232
"Glutamic acid","171023_Smp_IL2DMBnoBT5um_1",75533509.484408
"Glutamic acid","171023_Smp_IL2DMBnoBT5um_2",117044914.61314
"Glutamic acid","171023_Smp_IL2DMBnoBT5um_3",128062824.502225
"Glutamic acid","171023_Smp_IL2DSW5um_1",115267547.992475
"Glutamic acid","171023_Smp_IL2DSW5um_2",153525172.126388
"Glutamic acid","171023_Smp_IL2DSW5um_3",138374156.048911
"Glutamic acid","171023_Smp_IL2noBT5um_1",75067798.0458534
"Glutamic acid","171023_Smp_IL2noBT5um_2",165565578.422004
"Glutamic acid","171023_Smp_IL2noBT5um_3",184565493.030992
"Glutamic acid","171023_Smp_IL2WBT5um_1",52134624.6972385
"Glutamic acid","171023_Smp_IL2WBT5um_2",35109481.6804843
"Glutamic acid","171023_Smp_IL2WBT5um_3",39377877.620745
"Glutamic acid","171023_Smp_IL2IT05um_1",23817024.4241796
"Glutamic acid","171023_Smp_IL2IT05um_2",26868661.9137661
"Glutamic acid","171023_Smp_IL2IT05um_3",27560464.711395
"Glutamine","171002_Smp_IL1Control_1",18879242.8702355
"Glutamine","171002_Smp_IL1Control_2",14975117.1524205
"Glutamine","171002_Smp_IL1Control_3",6469398.66490032
"Glutamine","171002_Smp_IL1DMB_1",16026848.8000011
"Glutamine","171002_Smp_IL1DMB_2",13885014.8258691
"Glutamine","171002_Smp_IL1DMB_3",18279806.3933925
"Glutamine","171002_Smp_IL1DMBnoBT_1",18194412.4293297
"Glutamine","171002_Smp_IL1DMBnoBT_2",23766109.0782566
"Glutamine","171002_Smp_IL1DSW_1",26297795.1385871
"Glutamine","171002_Smp_IL1DSW_3",30024636.4708903
"Glutamine","171002_Smp_IL1noBT_1",23153660.5557755
"Glutamine","171002_Smp_IL1noBT_2",32558751.2078334
"Glutamine","171002_Smp_IL1noBT_3",18123101.853295
"Glutamine","171002_Smp_IL1WBT_1",29112605.9898571
"Glutamine","171002_Smp_IL1WBT_2",24076041.4279165
"Glutamine","171002_Smp_IL1WBT_3",30934424.1254944
"Glutamine","171002_Smp_IL1IT0_1",32195961.4650318
"Glutamine","171002_Smp_IL1IT0_2",48669817.7230826
"Glutamine","171002_Smp_IL1IT0_3",36065308.0010766
"Glutamine","171009_Smp_IL1Control5um_1",86053064.7095333
"Glutamine","171009_Smp_IL1Control5um_2",59301841.1958928
"Glutamine","171009_Smp_IL1Control5um_3",60962473.4508888
"Glutamine","171009_Smp_IL1DMB5um_1",46116970.6139006
"Glutamine","171009_Smp_IL1DMB5um_2",56602268.8797986
"Glutamine","171009_Smp_IL1DMB5um_3",47952989.6623241
"Glutamine","171009_Smp_IL1DMBnoBT5um_1",169947486.011086
"Glutamine","171009_Smp_IL1DMBnoBT5um_2",95386445.7203993
"Glutamine","171009_Smp_IL1DMBnoBT5um_3",144283963.22014
"Glutamine","171009_Smp_IL1DSW5um_1",142565433.229489
"Glutamine","171009_Smp_IL1DSW5um_2",176264438.277792
"Glutamine","171009_Smp_IL1DSW5um_3",171418671.032787
"Glutamine","171009_Smp_IL1noBT5um_1",98208495.3007491
"Glutamine","171009_Smp_IL1noBT5um_2",133618060.685115
"Glutamine","171009_Smp_IL1noBT5um_3",111755888.605822
"Glutamine","171009_Smp_IL1WBT5um_1",35615005.7014197
"Glutamine","171009_Smp_IL1WBT5um_2",34493843.4941579
"Glutamine","171009_Smp_IL1WBT5um_3",31859063.4975757
"Glutamine","171009_Smp_IL1IT05um_1",28793016.5696682
"Glutamine","171009_Smp_IL1IT05um_2",20935297.8899988
"Glutamine","171009_Smp_IL1IT05um_3",31207894.6328642
"Glutamine","171016_Smp_IL2Control_1",8053647.07433538
"Glutamine","171016_Smp_IL2Control_2",14755970.9947946
"Glutamine","171016_Smp_IL2Control_3",13316712.5915753
"Glutamine","171016_Smp_IL2DMB_1",12892770.7528252
"Glutamine","171016_Smp_IL2DMB_2",10661817.7870745
"Glutamine","171016_Smp_IL2DMB_3",10734103.4371064
"Glutamine","171016_Smp_IL2DMBnoBT_1",16683874.6060983
"Glutamine","171016_Smp_IL2DMBnoBT_2",32746801.9926851
"Glutamine","171016_Smp_IL2DMBnoBT_3",27752544.2366212
"Glutamine","171016_Smp_IL2DSW_1",15816244.4054098
"Glutamine","171016_Smp_IL2DSW_2",23655045.6285275
"Glutamine","171016_Smp_IL2DSW_3",26031607.5965025
"Glutamine","171016_Smp_IL2noBT_1",24344124.8872278
"Glutamine","171016_Smp_IL2noBT_2",25162629.5421636
"Glutamine","171016_Smp_IL2noBT_3",21565201.4475376
"Glutamine","171016_Smp_IL2WBT_1",12712392.5312424
"Glutamine","171016_Smp_IL2WBT_2",13584360.1773576
"Glutamine","171016_Smp_IL2WBT_3",13549279.8871792
"Glutamine","171016_Smp_IL2IT0_1",17082527.1990102
"Glutamine","171016_Smp_IL2IT0_2",15713697.6516126
"Glutamine","171016_Smp_IL2IT0_3",18766198.0113998
"Glutamine","171023_Smp_IL2Control5um_1",46040977.6983335
"Glutamine","171023_Smp_IL2Control5um_2",44537243.0343003
"Glutamine","171023_Smp_IL2Control5um_3",68228352.9363257
"Glutamine","171023_Smp_IL2DMB5um_1",53778653.5377622
"Glutamine","171023_Smp_IL2DMB5um_2",40905308.3334705
"Glutamine","171023_Smp_IL2DMB5um_3",34554640.3884606
"Glutamine","171023_Smp_IL2DMBnoBT5um_1",53373726.5834976
"Glutamine","171023_Smp_IL2DMBnoBT5um_2",86034350.1571677
"Glutamine","171023_Smp_IL2DMBnoBT5um_3",97512563.7260467
"Glutamine","171023_Smp_IL2DSW5um_1",98064757.7064957
"Glutamine","171023_Smp_IL2DSW5um_2",141633150.471482
"Glutamine","171023_Smp_IL2DSW5um_3",138301943.369509
"Glutamine","171023_Smp_IL2noBT5um_1",62832328.6420647
"Glutamine","171023_Smp_IL2noBT5um_2",133412616.143718
"Glutamine","171023_Smp_IL2noBT5um_3",175836244.199996
"Glutamine","171023_Smp_IL2WBT5um_1",39176045.0679642
"Glutamine","171023_Smp_IL2WBT5um_2",33035852.6806408
"Glutamine","171023_Smp_IL2WBT5um_3",29936660.8240406
"Glutamine","171023_Smp_IL2IT05um_1",24363406.461889
"Glutamine","171023_Smp_IL2IT05um_2",31700163.0227159
"Glutamine","171023_Smp_IL2IT05um_3",39926342.8107347
"Glutathione Disulfide","171002_Smp_IL1Control_1",NA
"Glutathione Disulfide","171002_Smp_IL1Control_2",NA
"Glutathione Disulfide","171002_Smp_IL1Control_3",NA
"Glutathione Disulfide","171002_Smp_IL1DMB_1",NA
"Glutathione Disulfide","171002_Smp_IL1DMB_2",NA
"Glutathione Disulfide","171002_Smp_IL1DMB_3",NA
"Glutathione Disulfide","171002_Smp_IL1DMBnoBT_1",NA
"Glutathione Disulfide","171002_Smp_IL1DMBnoBT_2",NA
"Glutathione Disulfide","171002_Smp_IL1DSW_1",NA
"Glutathione Disulfide","171002_Smp_IL1DSW_3",72218.4193548387
"Glutathione Disulfide","171002_Smp_IL1noBT_1",NA
"Glutathione Disulfide","171002_Smp_IL1noBT_2",4393.96774193548
"Glutathione Disulfide","171002_Smp_IL1noBT_3",15937.8387096774
"Glutathione Disulfide","171002_Smp_IL1WBT_1",20192.4193548387
"Glutathione Disulfide","171002_Smp_IL1WBT_2",NA
"Glutathione Disulfide","171002_Smp_IL1WBT_3",NA
"Glutathione Disulfide","171002_Smp_IL1IT0_1",7039.51612903226
"Glutathione Disulfide","171002_Smp_IL1IT0_2",6858.96774193548
"Glutathione Disulfide","171002_Smp_IL1IT0_3",35660.6451612903
"Glutathione Disulfide","171009_Smp_IL1Control5um_1",953063.483870968
"Glutathione Disulfide","171009_Smp_IL1Control5um_2",373649.096774194
"Glutathione Disulfide","171009_Smp_IL1Control5um_3",129199.677419355
"Glutathione Disulfide","171009_Smp_IL1DMB5um_1",72619.7419354839
"Glutathione Disulfide","171009_Smp_IL1DMB5um_2",60132.9032258064
"Glutathione Disulfide","171009_Smp_IL1DMB5um_3",197603.193548387
"Glutathione Disulfide","171009_Smp_IL1DMBnoBT5um_1",888255.032258064
"Glutathione Disulfide","171009_Smp_IL1DMBnoBT5um_2",362732.935483871
"Glutathione Disulfide","171009_Smp_IL1DMBnoBT5um_3",775482.451612903
"Glutathione Disulfide","171009_Smp_IL1DSW5um_1",547232.806451613
"Glutathione Disulfide","171009_Smp_IL1DSW5um_2",1488476.4516129
"Glutathione Disulfide","171009_Smp_IL1DSW5um_3",2720296.35483871
"Glutathione Disulfide","171009_Smp_IL1noBT5um_1",982617.290322581
"Glutathione Disulfide","171009_Smp_IL1noBT5um_2",342519.935483871
"Glutathione Disulfide","171009_Smp_IL1noBT5um_3",1805199.48387097
"Glutathione Disulfide","171009_Smp_IL1WBT5um_1",26885.8064516129
"Glutathione Disulfide","171009_Smp_IL1WBT5um_2",61247.064516129
"Glutathione Disulfide","171009_Smp_IL1WBT5um_3",12310.9677419355
"Glutathione Disulfide","171009_Smp_IL1IT05um_1",NA
"Glutathione Disulfide","171009_Smp_IL1IT05um_2",NA
"Glutathione Disulfide","171009_Smp_IL1IT05um_3",NA
"Glutathione Disulfide","171016_Smp_IL2Control_1",NA
"Glutathione Disulfide","171016_Smp_IL2Control_2",NA
"Glutathione Disulfide","171016_Smp_IL2Control_3",NA
"Glutathione Disulfide","171016_Smp_IL2DMB_1",3929.03225806452
"Glutathione Disulfide","171016_Smp_IL2DMB_2",NA
"Glutathione Disulfide","171016_Smp_IL2DMB_3",NA
"Glutathione Disulfide","171016_Smp_IL2DMBnoBT_1",8584.93548387097
"Glutathione Disulfide","171016_Smp_IL2DMBnoBT_2",NA
"Glutathione Disulfide","171016_Smp_IL2DMBnoBT_3",22247.6774193548
"Glutathione Disulfide","171016_Smp_IL2DSW_1",NA
"Glutathione Disulfide","171016_Smp_IL2DSW_2",6055.38709677419
"Glutathione Disulfide","171016_Smp_IL2DSW_3",7537.1935483871
"Glutathione Disulfide","171016_Smp_IL2noBT_1",8008.67741935484
"Glutathione Disulfide","171016_Smp_IL2noBT_2",4149.8064516129
"Glutathione Disulfide","171016_Smp_IL2noBT_3",NA
"Glutathione Disulfide","171016_Smp_IL2WBT_1",NA
"Glutathione Disulfide","171016_Smp_IL2WBT_2",NA
"Glutathione Disulfide","171016_Smp_IL2WBT_3",NA
"Glutathione Disulfide","171016_Smp_IL2IT0_1",13573.8709677419
"Glutathione Disulfide","171016_Smp_IL2IT0_2",NA
"Glutathione Disulfide","171016_Smp_IL2IT0_3",NA
"Glutathione Disulfide","171023_Smp_IL2Control5um_1",NA
"Glutathione Disulfide","171023_Smp_IL2Control5um_2",NA
"Glutathione Disulfide","171023_Smp_IL2Control5um_3",11105.1290322581
"Glutathione Disulfide","171023_Smp_IL2DMB5um_1",9172.41935483871
"Glutathione Disulfide","171023_Smp_IL2DMB5um_2",NA
"Glutathione Disulfide","171023_Smp_IL2DMB5um_3",NA
"Glutathione Disulfide","171023_Smp_IL2DMBnoBT5um_1",NA
"Glutathione Disulfide","171023_Smp_IL2DMBnoBT5um_2",26508.8064516129
"Glutathione Disulfide","171023_Smp_IL2DMBnoBT5um_3",NA
"Glutathione Disulfide","171023_Smp_IL2DSW5um_1",NA
"Glutathione Disulfide","171023_Smp_IL2DSW5um_2",20967.935483871
"Glutathione Disulfide","171023_Smp_IL2DSW5um_3",97720.6451612903
"Glutathione Disulfide","171023_Smp_IL2noBT5um_1",NA
"Glutathione Disulfide","171023_Smp_IL2noBT5um_2",159628.161290323
"Glutathione Disulfide","171023_Smp_IL2noBT5um_3",10164.9677419355
"Glutathione Disulfide","171023_Smp_IL2WBT5um_1",7187.32258064516
"Glutathione Disulfide","171023_Smp_IL2WBT5um_2",10832.9032258065
"Glutathione Disulfide","171023_Smp_IL2WBT5um_3",NA
"Glutathione Disulfide","171023_Smp_IL2IT05um_1",NA
"Glutathione Disulfide","171023_Smp_IL2IT05um_2",NA
"Glutathione Disulfide","171023_Smp_IL2IT05um_3",NA
"glycerol 3 phosphate","171002_Smp_IL1Control_1",81990.4847050093
"glycerol 3 phosphate","171002_Smp_IL1Control_2",141526.336582567
"glycerol 3 phosphate","171002_Smp_IL1Control_3",75645.0854985538
"glycerol 3 phosphate","171002_Smp_IL1DMB_1",58114.9893948925
"glycerol 3 phosphate","171002_Smp_IL1DMB_2",63895.1012144179
"glycerol 3 phosphate","171002_Smp_IL1DMB_3",137680.965177214
"glycerol 3 phosphate","171002_Smp_IL1DMBnoBT_1",231058.054369778
"glycerol 3 phosphate","171002_Smp_IL1DMBnoBT_2",472481.087535676
"glycerol 3 phosphate","171002_Smp_IL1DSW_1",283715.778683279
"glycerol 3 phosphate","171002_Smp_IL1DSW_3",542335.505607908
"glycerol 3 phosphate","171002_Smp_IL1noBT_1",379672.665381495
"glycerol 3 phosphate","171002_Smp_IL1noBT_2",427498.015400053
"glycerol 3 phosphate","171002_Smp_IL1noBT_3",339886.087897678
"glycerol 3 phosphate","171002_Smp_IL1WBT_1",210865.474286328
"glycerol 3 phosphate","171002_Smp_IL1WBT_2",91577.5053545566
"glycerol 3 phosphate","171002_Smp_IL1WBT_3",340031.595842145
"glycerol 3 phosphate","171002_Smp_IL1IT0_1",7710.98150472683
"glycerol 3 phosphate","171002_Smp_IL1IT0_2",34380.6011340961
"glycerol 3 phosphate","171002_Smp_IL1IT0_3",15560.3200366729
"glycerol 3 phosphate","171009_Smp_IL1Control5um_1",2523630.53380867
"glycerol 3 phosphate","171009_Smp_IL1Control5um_2",1870148.26930799
"glycerol 3 phosphate","171009_Smp_IL1Control5um_3",8303559.98247987
"glycerol 3 phosphate","171009_Smp_IL1DMB5um_1",2982655.09010728
"glycerol 3 phosphate","171009_Smp_IL1DMB5um_2",1374240.64759321
"glycerol 3 phosphate","171009_Smp_IL1DMB5um_3",2283852.18754471
"glycerol 3 phosphate","171009_Smp_IL1DMBnoBT5um_1",4703384.54357371
"glycerol 3 phosphate","171009_Smp_IL1DMBnoBT5um_2",2938659.1885199
"glycerol 3 phosphate","171009_Smp_IL1DMBnoBT5um_3",4261705.076136
"glycerol 3 phosphate","171009_Smp_IL1DSW5um_1",7785828.08355753
"glycerol 3 phosphate","171009_Smp_IL1DSW5um_2",9872672.29273813
"glycerol 3 phosphate","171009_Smp_IL1DSW5um_3",4763191.0727682
"glycerol 3 phosphate","171009_Smp_IL1noBT5um_1",2418948.04070309
"glycerol 3 phosphate","171009_Smp_IL1noBT5um_2",3808710.32749893
"glycerol 3 phosphate","171009_Smp_IL1noBT5um_3",11589297.397815
"glycerol 3 phosphate","171009_Smp_IL1WBT5um_1",1334537.41260721
"glycerol 3 phosphate","171009_Smp_IL1WBT5um_2",1160824.94735913
"glycerol 3 phosphate","171009_Smp_IL1WBT5um_3",542313.511903019
"glycerol 3 phosphate","171009_Smp_IL1IT05um_1",62841.879790125
"glycerol 3 phosphate","171009_Smp_IL1IT05um_2",99361.7066544553
"glycerol 3 phosphate","171009_Smp_IL1IT05um_3",105289.987310132
"glycerol 3 phosphate","171016_Smp_IL2Control_1",69968.5630890374
"glycerol 3 phosphate","171016_Smp_IL2Control_2",82565.9265675282
"glycerol 3 phosphate","171016_Smp_IL2Control_3",249641.319124122
"glycerol 3 phosphate","171016_Smp_IL2DMB_1",135377.87700479
"glycerol 3 phosphate","171016_Smp_IL2DMB_2",225191.456817552
"glycerol 3 phosphate","171016_Smp_IL2DMB_3",160500.242103665
"glycerol 3 phosphate","171016_Smp_IL2DMBnoBT_1",309790.868486528
"glycerol 3 phosphate","171016_Smp_IL2DMBnoBT_2",892108.187805807
"glycerol 3 phosphate","171016_Smp_IL2DMBnoBT_3",368695.520108342
"glycerol 3 phosphate","171016_Smp_IL2DSW_1",232662.413209441
"glycerol 3 phosphate","171016_Smp_IL2DSW_2",253864.08042591
"glycerol 3 phosphate","171016_Smp_IL2DSW_3",386041.903180936
"glycerol 3 phosphate","171016_Smp_IL2noBT_1",239282.576154235
"glycerol 3 phosphate","171016_Smp_IL2noBT_2",583383.663896631
"glycerol 3 phosphate","171016_Smp_IL2noBT_3",196657.353849609
"glycerol 3 phosphate","171016_Smp_IL2WBT_1",60853.2274752834
"glycerol 3 phosphate","171016_Smp_IL2WBT_2",137163.435857583
"glycerol 3 phosphate","171016_Smp_IL2WBT_3",112993.846936514
"glycerol 3 phosphate","171016_Smp_IL2IT0_1",48954.3132876206
"glycerol 3 phosphate","171016_Smp_IL2IT0_2",62002.6068026765
"glycerol 3 phosphate","171016_Smp_IL2IT0_3",79571.5726597105
"glycerol 3 phosphate","171023_Smp_IL2Control5um_1",1100852.81990942
"glycerol 3 phosphate","171023_Smp_IL2Control5um_2",1159713.48718086
"glycerol 3 phosphate","171023_Smp_IL2Control5um_3",1164521.90869779
"glycerol 3 phosphate","171023_Smp_IL2DMB5um_1",1087509.24065086
"glycerol 3 phosphate","171023_Smp_IL2DMB5um_2",1526835.71128533
"glycerol 3 phosphate","171023_Smp_IL2DMB5um_3",1524879.00067807
"glycerol 3 phosphate","171023_Smp_IL2DMBnoBT5um_1",1160953.01551522
"glycerol 3 phosphate","171023_Smp_IL2DMBnoBT5um_2",1992318.96286003
"glycerol 3 phosphate","171023_Smp_IL2DMBnoBT5um_3",1702573.08108957
"glycerol 3 phosphate","171023_Smp_IL2DSW5um_1",2157348.6227907
"glycerol 3 phosphate","171023_Smp_IL2DSW5um_2",2571196.80503357
"glycerol 3 phosphate","171023_Smp_IL2DSW5um_3",2971259.79776313
"glycerol 3 phosphate","171023_Smp_IL2noBT5um_1",904624.426877464
"glycerol 3 phosphate","171023_Smp_IL2noBT5um_2",3225300.79602144
"glycerol 3 phosphate","171023_Smp_IL2noBT5um_3",1751310.16092992
"glycerol 3 phosphate","171023_Smp_IL2WBT5um_1",497665.655409094
"glycerol 3 phosphate","171023_Smp_IL2WBT5um_2",450002.254717625
"glycerol 3 phosphate","171023_Smp_IL2WBT5um_3",1438500.31274978
"glycerol 3 phosphate","171023_Smp_IL2IT05um_1",72010.6837510427
